key,value,definition
source:geometry,PSMA_Admin_Boundaries,fuente: geometría	=	Límites de administración de PSMA
source:geometry,webewid.powiatstarogard.pl,fotogrametría Aérea:geometría=webewid.powiatstarogard.pl
source:geometry:date,2010,fuente:geometría:cita=2010
source:geometry:date,8/27/2010-4/4/2011,fuente:geometría:fecha	=	*
source:geometry:version,6,fuente:geometría:versión	=	*
source:heritage,"data.gouv.fr, Ministère de la Culture - 2016","fuente:patrimonio=data.gouv.fr, Ministère de la Cultura - 2016"
source:heritage,"data.gouv.fr,_Ministère_de_la_Culture_-_2016","fuente: herencia	=	data.gouv.fr,_Ministère_de_la_Culture_-_2016"
source:hgv,MassGIS,fuente:hgv	=	MassGIS
source:hgv,PennDOT_ftp://ftp.dot.state.pa.us/public/Bureaus/BOMO/MC/Publication411.pdf,fuente:hgv	=	PennDOT_ftp://ftp.dot.state.pa.us/public/Bureaus/BOMO/MC/Publication411.pdf
source:hgv,"TxDOT’s Sign Guidelines and Applications Manual, Chapter 5, Section 6 Truck Routes https://onlinemanuals.txdot.gov/TxDOTOnlineManuals/TxDOTManuals/smk/truck_routes.htm","fuente:hgv=TxDOT  Directrices de Signo y Manual de Aplicaciones, Capítulo 5, Sección 6 Rutas de Camión https://onlinemanuals.txdot.gov/txdotonlinemanuals/txdotmanuals/smk/truck_routes.htm"
source:hgv:national_network,Caltrans http://www.dot.ca.gov/hq/traffops/trucks/truckmap/,fuente:hgv:red_nacional=Caltrans http://www.dot.ca.gov/hq/traffops/trucks/truckmap/
source:hgv:national_network,Caltrans_http://www.dot.ca.gov/hq/traffops/trucks/truckmap/,fuente:hgv:red_nacional	=	Caltrans_http://www.dot.ca.gov/hq/traffops/trucks/truckmap/
source:hgv:national_network,"CDOT_""Highway_Data_Explorer""","fuente:hgv:red_nacional	=	CDOT_""Highway_Data_Explorer"""
source:hgv:national_network,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,fuente:hgv:Título_de=red nacional 23: Parte de Carreteras 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23
source:hgv:state_network,NJDOT http://www.state.nj.us/transportation/about/rules/pdf/chapter32truckaccess.pdf,fuente:hgv:red_estatal=NJDOT http://www.state.nj.us/transportation/about/rules/pdf/chapter32truckaccess.pdf
source:hgv:state_network,NJDOT_http://www.state.nj.us/transportation/about/rules/pdf/chapter32truckaccess.pdf,fuente: hgv: state_network	=	NJDOT_http://www.state.nj.us/transportation/about/rules/pdf/chapter32truckaccess.pdf
source:hgv:state_network,NYSDOT https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2010%20trk%20access%20bk.pdf,fuente:hgv:red_estatal=NYSDOT https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2010%20trk%20acceso%20bk.Fuente
source:hgv:state_network,NYSDOT_https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2010%20trk%20access%20bk.pdf,fuente: hgv: state_network	=	NYSDOT_https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2010%20trk%20access%20bk.pdf
source:highway,schema_br2013,fuente:carretera	=	esquema_br2013
source:highway_authority_ref,foi_request,de pdf:potestad_de carretera_ref=foi_fuente
source:highway_classification,IBGE,de petición:clasificación_de carretera=IBGE
source:highway:class:pl,https://edziennik.gddkia.gov.pl/DU_GDDKIA/2025/7/akt.pdf,fuente:carretera:clase:pl=https://edziennik.gddkia.gov.pl/du_gddkia/2025/7/akt.Fuente
source:imagery,ESRI Sat & NYS Sat Imagery,de pdf:imaginería=ESRI Sentó & NYS fuente de
source:imagery,ESRI_&_NYS_Sat_Imagery,fuente: imágenes	=	ESRI_&_NYS_Sat_Imágenes
source:ja,国土数値情報（森林地域データ）平成18年　国土交通省,Imaginería Sentada:ja=国土数値情報（森林地域データ）平成18年　国土交通省
source:lake,Review by So9q using LM Topographic Map,fuente:Reseña=de lago por So9q utilizando LM Topographic fuente
source:lanes,Esri World Imagery,de Mapa:caminos=Esri fuente de
source:lit,http://www.autobahn-bilder.de,Imaginería Mundial:encendido=http://www.autobahn-bilder.de
source:location,NLS.fi Topographic Database,fuente:ubicación=Nls.fi Topographic fuente
source:maxaxleload,Dz.U. 2011 nr 222 poz. 1321 Art. 2 pkt. 11,de Base de datos:maxaxleload=Dz.U. 2011 nr 222 poz. 1321 Arte. 2 pkt. 11
source:maxaxleload,Rozporządzenie Ministra Infrastruktury i Budownictwa z dnia 21 kwietnia 2017 r,fuente:maxaxleload=Rozporządzenie Ministra Infrastruktury i Budownictwa z dnia 21 kwietnia 2017 r
source:maxspeed,AT:rural,fuente:maxspeed=EN:fuente
source:maxspeed,BE-BRU:urban,fuente:maxspeed	=	BE-BRU:urbano
source:maxspeed,BE-VLG:rural,fuente:maxspeed	=	BE-VLG:rural
source:maxspeed,BE-VLG:urban,fuente:maxspeed	=	BE-VLG:urbano
source:maxspeed,BE-WAL:rural,fuente:maxspeed	=	BE-WAL:rural
source:maxspeed,BE-WAL:urban,fuente:maxspeed	=	BE-WAL:urbano
source:maxspeed,DE:motorway,rural:maxspeed=DE:fuente
source:maxspeed,implicit,fuente:maxspeed	=	implícito
source:maxspeed,IT:urban,fuente:maxspeed	=	TI:urbano
source:maxspeed,massgis,de autopista:maxspeed=massgis
source:maxspeed,RU:urban,fuente:maxspeed	=	RU:urbano
source:maxspeed,sign,fuente:maxspeed=fuente
source:maxspeed,survey,de signo:maxspeed=fuente
source:maxspeed,survey;image,fuente:maxspeed	=	encuesta;imagen
source:maxspeed,Unless otherwise posted speed limit 25 MPH in Oklahoma City; OKC code § 32-166.,de #estudio:maxspeed=A no ser que otherwise posted límite de velocidad 25 MPH en Ciudad de Oklahoma; OKC código § 32-166.
source:maxspeed:backward,sign,fuente:maxspeed:hacia atrás	=	señal
source:maxspeed:forward,sign,fuente:maxspeed:adelante	=	señal
source:maxweight,https://hub.arcgis.com/datasets/KYTC::kytc-truck-weight-classification/explore,Fuente:maxweight=https://hub.arcgis.com/datasets/kytc::kytc-camión-peso-la clasificación/explora
source:name,data.gov.au,fuente:nombre=data.gov.au
source:name,GNS,nombre de la fuente	=	GNS
source:name,Haiti_DMA_Topo,nombre de la fuente	=	Haití DMA Topo
source:name,LPI_NSW_Base_Map,nombre de la fuente	=	Mapa base de LPI NSW
source:name,NPWS_Estate,nombre de la fuente	=	Finca NPWS
source:name,NSW_LPI_Base_Map,nombre de la fuente	=	Mapa base de LPI de Nueva Gales del Sur
source:name,OS_OpenData_Locator,nombre de la fuente	=	Localizador de datos abiertos del sistema operativo
source:name,OS_OpenData_OS_Locator,nombre de la fuente	=	OS OpenData OS Locator
source:name,OS_OpenData_StreetView,nombre de la fuente	=	Sistema operativo OpenData StreetView
source:name,survey,nombre de la fuente	=	encuesta
source:name:br,ofis publik ar brezhoneg,fuente:nombre:br=ofis publik ar brezhoneg
source:name:br,ofis_publik_ar_brezhoneg,fuente:nombre:br	=	ofis_publik_ar_brezhoneg
source:name:br,proper translation,fuente:nombre:br=fuente de
source:name:br,proper_translation,fuente:nombre:br	=	traducción_propia
source:name:oc,ieo-bdtopoc,fuente:nombre:oc	=	ieo-bdtopoc
source:old_ref:fap,ODOT http://www.dot.state.oh.us/Divisions/Planning/TechServ/prod_services/Pages/RI06.aspx http://www.dot.state.oh.us/Divisions/ContractAdmin/Contracts/Pages/NHS-FAP.aspx,traducción apropiada:viejo_ref:fap=ODOT http://www.dot.state.oh.us/divisions/planning/techserv/prod_services/pages/ri06.aspx http://www.dot.state.oh.us/divisions/contractadmin/contracts/pages/nhs-fap.aspx
source:old_ref:fap,ODOT_http://www.dot.state.oh.us/Divisions/Planning/TechServ/prod_services/Pages/RI06.aspx_http://www.dot.state.oh.us/Divisions/ContractAdmin/Contracts/Pages/NHS-FAP.aspx,fuente:antigua_ref:fap	=	ODOT_http://www.dot.state.oh.us/Divisions/Planning/TechServ/prod_services/Pages/RI06.aspx_http://www.dot.state.oh.us/Divisions/ContractAdmin/Contracts/ Páginas/NHS-FAP.aspx
source:oneway,Esri World Imagery,fuente:oneway=Esri fuente de
source:oneway,Esri_World_Imagery,fuente: unidireccional	=	Esri_Mundo_Imágenes
source:outline,"maps4bw (LGL, www.lgl-bw.de); Mapbox Satellite","Imaginería Mundial:esbozo=maps4bw (LGL, www.lgl-bw.de); Mapbox fuente"
source:outline,"maps4bw_(LGL,_www.lgl-bw.de);_Mapbox_Satellite","fuente: esquema	=	maps4bw_(LGL,_www.lgl-bw.de);_Mapbox_Satélite"
source:population,*,fuente:población	=	*
source:population,INE,fuente:población	=	INE
source:population,ine.gob.bo;2016,fuente:población	=	ine.gob.bo;2016
source:population,INSEE_2022,fuente:población	=	INSEE_2022
source:population,wikipedia,de Satélite:población=wikipedia
source:position,*,fuente:posición	=	*
source:position,Aerial photogrammetry,fuente:#puesto=fuente de
source:position,Aerial_photogrammetry,fuente:posición	=	Fotogrametría aérea_
source:position,"bing (0,0)","fotogrametría Aérea:#puesto=bing (0,0)"
source:position,bing_HR(0;0),fuente:posición	=	bing_HR(0;0)
source:position,"bing(0,0)","fuente:posición	=	bing(0,0)"
source:position,NPWS_Estate,fuente:posición	=	Finca NPWS
source:postal_code,CNEFE,fuente: código_postal	=	CNEFE
source:postal_code,La Poste - 12/2014,fuente:código_postal=La Poste - 12/2014
source:postal_code,La_Poste_-_12/2014,fuente: código_postal	=	La_Poste_-_12/2014
source:postcode,ONS,fuente: código postal	=	ONS
source:power,Enedis,fuente: poder	=	Enedis
source:prow_ref,definitive_statement,fuente: proa_ref	=	declaración_definitiva
source:ref,#ŻółtaNaklejkaPLK,fuente: referencia	=	*
source:ref,http://wiki.openstreetmap.org/wiki/Import/Catalogue/Strassen_NRW,fuente:ref=http://wiki.openstreetmap.org/wiki/import/catalogue/strassen_nrw
source:ref,Ministerial Decision Γ25871/1963 (ΦΕΚ Β 319/23.07.1963),fuente:ref=Decisión Ministerial Γ25871/1963 (ΦΕΚ Β 319/23.07.1963)
source:ref,Ministerial Decision ΔΟΥ/οικ/5776/2015 (ΦΕΚ ΑΑΠ 253/21.12.2015),fuente:ref=Decisión Ministerial ΔΟΥ/οικ/5776/2015 (ΦΕΚ ΑΑΠ 253/21.12.2015)
source:ref,OS_OpenData_StreetView,fuente: referencia	=	Sistema operativo OpenData StreetView
source:ref,rsd_cr,fuente: referencia	=	rsd_cr
source:ref,Vialidad,fuente: referencia	=	Vialidad
source:ref,www.ssc.sk,fuente: referencia	=	www.ssc.sk
source:ro,"Agenţia Europeană de Mediu, CORINE Land Cover, 2006","fuente:ro=Agenţia Europeană de Mediu, Portada de Tierra de la CORINE, 2006"
source:ro,"Agenţia_Europeană_de_Mediu,_CORINE_Land_Cover,_2006","fuente:ro	=	Agenţia_Europeană_de_Mediu,_CORINE_Land_Cover,_2006"
source:shape,Modified MS Footprints https://cugir.library.cornell.edu,fuente:forma=SEÑORA Modificada Huellas https://cugir.library.cornell.edu
source:shape,Modified_MS_Footprints_https://cugir.library.cornell.edu,fuente:forma	=	Modificado_MS_Footprints_https://cugir.library.cornell.edu
source:street,municipality,fuente: calle	=	municipio
source:streetnumber,municipality,fuente:número de la calle	=	municipio
source:surface,Bing,fuente:superficie	=	Bing
source:surface,MaxarPremium,fuente:superficie	=	MaxarPremium
source:tracer,scanaerial,fuente: rastreador	=	scanaerial
source:url,http://cea.vitoria-gasteiz.org,fuente:url	=	http://cea.vitoria-gasteiz.org
source:user,*,fuente:usuario	=	*
source:wfs,http://www.idee.es/IGN-WFS-Geodesia/ogcwebservice,fuente:wfs	=	http://www.idee.es/IGN-WFS-Geodesia/ogcwebservice
source:wheelchair,STIF_2019-01,fuente: silla de ruedas	=	STIF_2019-01
source:width,ARCore,fuente: ancho	=	ARCore
source:width,estimated,fuente:ancho=estimada
source:zoomlevel,11,fuente: nivel de zoom	=	*
species,Acacia_implexa,especie (en latín)	=	Acacia_simplexa
species,Acacia_melanoxylon,especie (en latín)	=	Acacia_melanoxylon
species,Acer_campestre,especie (en latín)	=	Acer_campestre
species,Acer_ginnala,especie (en latín)	=	Acer_ginnala
species,Acer_negundo,especie (en latín)	=	Acer_negundo
species,Acer_platanoides,especie (en latín)	=	Acer_platanoides
species,Acer_platanoïdes,especie (en latín)	=	Acer_platanoïdes
species,Acer_pseudoplatanus,especie (en latín)	=	Acer_pseudoplatanus
species,Acer_rubrum,especie (en latín)	=	Acer rubrum
species,Acer_saccharinum,especie (en latín)	=	Acer_saccharinum
species,Acer_saccharum,especie (en latín)	=	Acer_saccharum
species,Aesculus_hippocastanum,especie (en latín)	=	Aesculus_hippocastanum
species,Aesculus_x_carnea,especie (en latín)	=	Aesculus_x_carnea
species,Agave_tequilana_F.A.C.Weber,especie (en latín)	=	Agave_tequilana_F.A.C.Weber
species,Ailanthus_altissima,especie (en latín)	=	Ailanto_altissima
species,Allocasuarina_verticillata,especie (en latín)	=	Allocasuarina_verticillata
species,Alnus_cordata,especie (en latín)	=	Alnus_cordata
species,Alnus_glutinosa,especie (en latín)	=	Alnus_glutinosa
species,Ananas_comosus_(L.)_Merr.,especie (en latín)	=	Ananas_comosus_(L.)_Merr.
species,Arecaceae,especie (en latín)	=	arecáceas
species,australis,especie (en latín)	=	australiano
species,Azardiraecta_indica,especie (en latín)	=	Azardiraecta_indica
species,Betula_alba,especie (en latín)	=	Betula_alba
species,Betula_papyrifera,especie (en latín)	=	Betula_papyrifera
species,Betula_pendula,especie (en latín)	=	Betula_péndula
species,Betula_sp,especie (en latín)	=	Betula_sp
species,Betula_verrucosa,especie (en latín)	=	Betula_verrucosa
species,betulus,especie (en latín)	=	betulus
species,calleryana,especie (en latín)	=	calleryana
species,Callistemon_salignus,especie (en latín)	=	Callistemon_salignus
species,Callistemon_viminalis,especie (en latín)	=	Callistemon_viminalis
species,Camellia_sinensis_(L.),especie (en latín)	=	Camelia_sinensis_(L.)
species,Camellia_sinensis_(L.)_Kuntze,especie (en latín)	=	Camellia_sinensis_(L.)_Kuntze
species,Carica_papaya,especie (en latín)	=	Carica_papaya
species,Carpinus_betulus,especie (en latín)	=	Carpinus_betulus
species,Carpinus_betulus_fastigiata,especie (en latín)	=	Carpinus_betulus_fastigiata
species,Castanea_sativa,especie (en latín)	=	Castanea_sativa
species,Casuarina_cunninghamiana,especie (en latín)	=	Casuarina_cunninghamiana
species,Catalpa_bignonioides,especie (en latín)	=	Catalpa_bignonioides
species,Cedrus_atlantica,especie (en latín)	=	Cedrus_atlántica
species,Cedrus_deodara,especie (en latín)	=	cedro_deodara
species,Celtis_australis,especie (en latín)	=	Celtis_australis
species,Celtis_occidentalis,especie (en latín)	=	Celtis_occidentalis
species,Cerasus_×_yedoensis,especie (en latín)	=	Cerasus_×_yedoensis
species,Cercis_siliquastrum,especie (en latín)	=	Cercis_siliquastrum
species,Chamaecyparis_lawsoniana,especie (en latín)	=	Chamaecyparis_lawsoniana
species,Citrus_×_aurantium,especie (en latín)	=	Cítricos_×_aurantium
species,Citrus_×sinensis,especie (en latín)	=	Cítricos_×sinensis
species,Citrus_aurantium,especie (en latín)	=	Citrus_aurantium
species,Cocos_nucifera,especie (en latín)	=	Cocos_nucifera
species,Cocos_nucifera_L.,especie (en latín)	=	Cocos_nucifera_L.
species,colurna,especie (en latín)	=	columna
species,cordata,especie (en latín)	=	cordata
species,Corylus_colurna,especie (en latín)	=	Corylus_columna
species,Corymbia_maculata,especie (en latín)	=	Corymbia_maculata
species,Crataegus_monogyna,especie (en latín)	=	Crataegus_monogyna
species,Cryptomeria_japonica,especie (en latín)	=	Cryptomeria_japonica
species,Cupressus_sempervirens,especie (en latín)	=	Cupressus_sempervirens
species,dactylifera,especie (en latín)	=	dactilolifera
species,Elaeis_guineensis,especie (en latín)	=	Elaeis_guineensis
species,Eucalyptus_camaldulensis,especie (en latín)	=	Eucalipto_camaldulensis
species,Eucalyptus_cladocalyx,especie (en latín)	=	Eucalyptus_cladocalyx
species,Eucalyptus_leucoxylon,especie (en latín)	=	Eucalipto_leucoxylon
species,Eucalyptus_sideroxylon,especie (en latín)	=	Eucalipto_sideroxylon
species,Fagus_sylvatica,especie (en latín)	=	Fagus_sylvatica
species,Fraxinus_americana,especie (en latín)	=	Fraxinus_americana
species,Fraxinus_angustifolia,especie (en latín)	=	Fraxinus_angustifolia
species,Fraxinus_excelsior,especie (en latín)	=	Fraxinus_excelsior
species,Fraxinus_excelsior_'Westhofs_Glorie',especie (en latín)	=	Fraxinus_excelsior_'Westhofs_Glorie'
species,Fraxinus_ornus,especie (en latín)	=	Fraxinus_ornus
species,Fraxinus_pennsylvanica,especie (en latín)	=	Fraxinus_pennsylvanica
species,Fraxinus_sp.,especie (en latín)	=	Fraxinus_sp.
species,Fre,especie (en latín)	=	libre
species,Fro,especie (en latín)	=	Para
species,Frx,especie (en latín)	=	Frx
species,Ginkgo_biloba,especie (en latín)	=	Ginkgo_biloba
species,Gleditsia_triacanthos,especie (en latín)	=	Gleditsia_triacanthos
species,hippocastanum,especie (en latín)	=	hippocastanum
species,Ilex_aquifolium,especie (en latín)	=	Ilex_aquifolium
species,japonica,especie (en latín)	=	rosal japonés
species,Juglans_regia,especie (en latín)	=	Juglans_regia
species,Koelreuteria_paniculata,especie (en latín)	=	Koelreuteria_paniculata
species,Lagerstroemia_indica,especie (en latín)	=	Lagerstroemia_indica
species,Lagunaria_patersonia,especie (en latín)	=	Lagunaria_patersonia
species,Ligustrum_lucidum,especie (en latín)	=	Ligustrum_lucidum
species,Liquidambar styraciflua,especie=Liquidambar styraciflua
species,Liriodendron_tulipifera,especie (en latín)	=	Liriodendron_tulipifera
species,Lophostemon_confertus,especie (en latín)	=	Lophostemon_confertus
species,Luma_apiculata,especie (en latín)	=	Luma_apiculata
species,Magnolia_grandiflora,especie (en latín)	=	Magnolia_grandiflora
species,Malus_domestica,especie (en latín)	=	Malus_domestica
species,Melaleuca_armillaris,especie (en latín)	=	Melaleuca_armillaris
species,Melaleuca_linariifolia,especie (en latín)	=	Melaleuca_linariifolia
species,Melaleuca_styphelioides,especie (en latín)	=	Melaleuca_styphelioides
species,Melia_azedarach,especie (en latín)	=	Melia_azedarach
species,MORUS_ALBA,especie (en latín)	=	MORUS_ALBA
species,n._sp.,especie (en latín)	=	n._sp.
species,NECUNOSCUTA,especie (en latín)	=	NECUNOSCUTA
species,New_Tree_Pit,especie (en latín)	=	Nuevo_Árbol_Pozo
species,nigra,especie (en latín)	=	negra
species,occidentalis,especie (en latín)	=	occidentalis
